customer_id,brand_id,snapshot_date,cohort_month,first_order_date,last_order_date,days_since_last_order,total_orders,orders_last_90d,orders_last_30d,total_revenue,avg_order_value,return_rate,acquisition_channel,acquisition_campaign,cac,ltv_12m,ltv_cac_ratio,discount_orders_share,avg_discount_pct,discount_dependency_index,top_category,price_band_preference,lifecycle_stage,active_30d,active_90d,churn_flag,email_opt_in,region,r_score,f_score,m_score
C0300,brand_b,11/1/2025,10/1/2024,10/27/2024,6/16/2025,138,2,0,0,40.2,20.1,0.123,Google Ads,Shopping_Campaign,35.59,50.17,1.41,0.194,0.187,0.036,Accessories,Low,At-risk,FALSE,FALSE,FALSE,FALSE,CA,4,2,1
C0301,brand_a,11/1/2025,10/1/2025,10/10/2025,11/1/2025,0,6,4,2,247.81,41.3,0.051,Organic,Direct_Organic,7.13,323.09,45.31,0.044,0.189,0.008,Supplements,Mid,Active,TRUE,TRUE,FALSE,FALSE,AU,5,5,4
C0302,brand_b,11/1/2025,2/1/2024,2/16/2024,6/18/2024,501,3,0,0,542.69,180.9,0.041,Google Ads,Brand_Search,33.68,601.2,17.85,0.153,0.272,0.042,Supplements,High,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,4,5
C0303,brand_a,11/1/2025,2/1/2024,2/1/2024,4/2/2025,213,4,0,0,386.4,96.6,0.095,Google Ads,Generic_Search,24.51,400.57,16.34,0.437,0.298,0.13,Home Decor,High,Churned,FALSE,FALSE,TRUE,FALSE,CA,3,4,5
C0304,brand_a,11/1/2025,4/1/2023,4/9/2023,4/22/2025,193,7,0,0,324.16,46.31,0.198,Influencer,IG_Influencer_Spring,70.76,235.82,3.33,0.813,0.067,0.054,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,3,5,5
C0305,brand_a,11/1/2025,7/1/2024,7/9/2024,10/23/2025,9,3,1,1,189.43,63.14,0.057,Influencer,TikTok_Creator_Summer,63.94,155.27,2.43,0.581,0.122,0.071,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,IN,5,4,4
C0306,brand_c,11/1/2025,2/1/2023,2/7/2023,8/15/2023,809,4,0,0,363.2,90.8,0.014,Influencer,IG_Influencer_Spring,74.29,151.21,2.04,0.815,0.326,0.266,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,4,5
C0307,brand_a,11/1/2025,2/1/2025,2/10/2025,9/7/2025,55,8,2,0,1521.04,190.13,0.196,Organic,SEO_Landing,0.76,2020.42,2658.45,0.047,0.286,0.013,Home Decor,Premium,Active,FALSE,TRUE,FALSE,TRUE,UK,5,5,5
C0308,brand_b,11/1/2025,7/1/2023,7/25/2023,5/6/2024,544,3,0,0,212.25,70.75,0.176,Google Ads,Generic_Search,47.05,163.15,3.47,0.274,0.083,0.023,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,1,4,4
C0309,brand_b,11/1/2025,10/1/2023,10/30/2023,4/11/2025,204,3,0,0,170.37,56.79,0.16,Meta Ads,Meta_BF_Sale,19.7,126.46,6.42,0.393,0.112,0.044,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,3,4,3
C0310,brand_a,11/1/2025,6/1/2024,6/3/2024,4/28/2025,187,1,0,0,62.91,62.91,0.039,Referral,Referral_Program,15.06,79.32,5.27,0.121,0.346,0.042,Skincare,Mid,Churned,FALSE,FALSE,TRUE,FALSE,EU_Other,3,1,1
C0311,brand_b,11/1/2025,10/1/2025,10/13/2025,10/27/2025,5,2,2,2,101.8,50.9,0.254,Meta Ads,Meta_Retargeting,19.29,85.6,4.44,0.37,0.29,0.107,Apparel,Mid,Active,TRUE,TRUE,FALSE,TRUE,AU,5,2,2
C0312,brand_b,11/1/2025,12/1/2023,12/13/2023,8/5/2024,453,4,0,0,250.77,62.69,0.249,Organic,Direct_Organic,11.42,340.41,29.81,0.002,0.07,0,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,1,4,4
C0313,brand_a,11/1/2025,8/1/2024,8/9/2024,3/15/2025,231,2,0,0,207.97,103.98,0.035,Influencer,TikTok_Creator_Summer,65.71,155.81,2.37,0.725,0.255,0.185,Supplements,High,Churned,FALSE,FALSE,TRUE,TRUE,CA,3,2,4
C0314,brand_a,11/1/2025,6/1/2024,6/12/2024,1/21/2025,284,1,0,0,52.62,52.62,0.063,Meta Ads,Meta_Retargeting,25.11,53.61,2.14,0.508,0.311,0.158,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,2,1,1
C0315,brand_b,11/1/2025,1/1/2024,1/13/2024,6/23/2024,496,1,0,0,28.1,28.1,0.231,Referral,Referral_VIP,13.32,31.42,2.36,0.129,0.147,0.019,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,US,1,1,1
C0316,brand_c,11/1/2025,2/1/2024,2/18/2024,3/27/2024,584,3,0,0,104.18,34.73,0.128,Influencer,IG_Influencer_Spring,87.23,46.27,0.53,0.853,0.094,0.081,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,4,2
C0317,brand_b,11/1/2025,3/1/2025,3/29/2025,5/11/2025,174,1,0,0,35.45,35.45,0.18,Meta Ads,Meta_BF_Sale,39.36,36.31,0.92,0.459,0.233,0.107,Apparel,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,UK,3,1,1
C0318,brand_c,11/1/2025,5/1/2023,5/18/2023,8/12/2023,812,2,0,0,107.43,53.72,0.069,Meta Ads,Meta_Retargeting,22.07,91.75,4.16,0.589,0.284,0.167,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,2,2
C0319,brand_b,11/1/2025,5/1/2023,5/2/2023,11/24/2024,342,5,0,0,656.39,131.28,0.078,Influencer,IG_Influencer_Spring,40.84,360.21,8.82,0.818,0.131,0.107,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,5,5
C0320,brand_b,11/1/2025,10/1/2024,10/16/2024,12/27/2024,309,5,0,0,148.99,29.8,0.13,Meta Ads,Meta_Retargeting,37.01,105.7,2.86,0.356,0.081,0.029,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,5,3
C0321,brand_a,11/1/2025,2/1/2024,2/13/2024,4/2/2025,213,4,0,0,310.6,77.65,0.063,Meta Ads,Meta_Prospecting,29.64,336.16,11.34,0.646,0.104,0.067,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,3,4,5
C0322,brand_b,11/1/2025,6/1/2023,6/30/2023,2/23/2025,251,5,0,0,601.07,120.21,0.277,Organic,Direct_Organic,4.09,733.45,179.33,0.032,0.21,0.007,Apparel,High,Churned,FALSE,FALSE,TRUE,FALSE,CA,3,5,5
C0323,brand_c,11/1/2025,12/1/2023,12/29/2023,3/3/2024,608,3,0,0,140.32,46.77,0.205,Meta Ads,Meta_Retargeting,33.35,91.38,2.74,0.724,0.077,0.056,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,1,4,3
C0324,brand_a,11/1/2025,5/1/2023,5/5/2023,6/3/2024,516,1,0,0,80.18,80.18,0.018,Google Ads,Shopping_Campaign,22.6,89.02,3.94,0.243,0.329,0.08,Supplements,Mid,Churned,FALSE,FALSE,TRUE,FALSE,UK,1,1,2
C0325,brand_a,11/1/2025,3/1/2024,3/22/2024,5/5/2025,180,3,0,0,150.69,50.23,0.034,Google Ads,Brand_Search,20.52,160.67,7.83,0.329,0.102,0.034,Skincare,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,UK,3,4,3
C0326,brand_a,11/1/2025,5/1/2025,5/13/2025,8/8/2025,85,1,1,0,29.25,29.25,0.218,Organic,SEO_Landing,9.88,44.85,4.54,0.055,0.274,0.015,Apparel,Low,Active,FALSE,TRUE,FALSE,FALSE,IN,4,1,1
C0327,brand_a,11/1/2025,12/1/2023,12/22/2023,9/11/2025,51,3,1,0,138.06,46.02,0.262,Meta Ads,Meta_BF_Sale,30.54,132.8,4.35,0.433,0.223,0.097,Apparel,Mid,Active,FALSE,TRUE,FALSE,TRUE,US,5,4,3
C0328,brand_c,11/1/2025,4/1/2024,4/19/2024,12/22/2024,314,1,0,0,68.89,68.89,0.04,Influencer,TikTok_Creator_Summer,79.49,45.43,0.57,0.92,0.106,0.097,Skincare,Mid,Churned,FALSE,FALSE,TRUE,FALSE,UK,2,1,2
C0329,brand_a,11/1/2025,10/1/2025,10/16/2025,10/28/2025,4,2,1,1,140.49,70.24,0.085,Referral,Referral_Program,16.44,189.81,11.55,0.34,0.062,0.021,Home Decor,Mid,Active,TRUE,TRUE,FALSE,TRUE,AU,5,2,3
C0330,brand_c,11/1/2025,10/1/2023,10/10/2023,7/24/2024,465,1,0,0,32.41,32.41,0.105,Meta Ads,Meta_BF_Sale,29.17,24.06,0.82,0.461,0.32,0.148,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,1,1
C0331,brand_b,11/1/2025,9/1/2024,9/9/2024,11/30/2024,336,4,0,0,525.25,131.31,0.058,Influencer,IG_Influencer_Spring,54.06,319.84,5.92,0.497,0.208,0.103,Supplements,High,Churned,FALSE,FALSE,TRUE,TRUE,IN,2,4,5
C0332,brand_c,11/1/2025,7/1/2025,7/7/2025,7/15/2025,109,1,0,0,65.73,65.73,0.06,Meta Ads,Meta_Prospecting,28.22,55.48,1.97,0.493,0.249,0.123,Skincare,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,US,4,1,2
C0333,brand_b,11/1/2025,6/1/2023,6/1/2023,2/11/2025,263,2,0,0,37.65,18.82,0.112,Google Ads,Brand_Search,39.51,38.41,0.97,0.462,0.304,0.141,Accessories,Low,Churned,FALSE,FALSE,TRUE,FALSE,US,3,2,1
C0334,brand_c,11/1/2025,7/1/2024,7/22/2024,12/30/2024,306,1,0,0,59.27,59.27,0.174,Influencer,TikTok_Creator_Summer,76.4,29.8,0.39,0.939,0.247,0.232,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,1,1
C0335,brand_a,11/1/2025,1/1/2025,1/10/2025,7/31/2025,93,2,0,0,91.56,45.78,0.172,Meta Ads,Meta_Prospecting,24.27,112.06,4.62,0.636,0.105,0.067,Apparel,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,AU,4,2,2
C0336,brand_a,11/1/2025,6/1/2025,6/5/2025,10/20/2025,12,1,1,1,56.22,56.22,0.025,Meta Ads,Meta_Prospecting,34.72,51.39,1.48,0.501,0.328,0.164,Supplements,Mid,New,TRUE,TRUE,FALSE,TRUE,IN,5,1,1
C0337,brand_a,11/1/2025,4/1/2023,4/22/2023,8/16/2025,77,2,2,0,241.44,120.72,0.139,Google Ads,Generic_Search,32.11,274.1,8.54,0.222,0.138,0.031,Home Decor,High,Active,FALSE,TRUE,FALSE,FALSE,UK,4,2,4
C0338,brand_b,11/1/2025,2/1/2024,2/21/2024,12/7/2024,329,1,0,0,82.98,82.98,0.066,Meta Ads,Meta_BF_Sale,38.19,86.75,2.27,0.557,0.278,0.155,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,2,1,2
C0339,brand_a,11/1/2025,9/1/2024,9/16/2024,5/11/2025,174,2,0,0,62.42,31.21,0.155,Meta Ads,Meta_Prospecting,30.66,92.42,3.01,0.51,0.071,0.036,Accessories,Low,At-risk,FALSE,FALSE,FALSE,TRUE,UK,3,2,1
C0340,brand_a,11/1/2025,11/1/2023,11/18/2023,8/9/2025,84,3,1,0,545.71,181.9,0.122,Organic,SEO_Landing,12.67,663.52,52.37,0.117,0.25,0.029,Home Decor,Premium,Active,FALSE,TRUE,FALSE,TRUE,US,4,4,5
C0341,brand_c,11/1/2025,5/1/2024,5/2/2024,12/20/2024,316,5,0,0,213.88,42.78,0.312,Meta Ads,Meta_Prospecting,41.6,149.64,3.6,0.722,0.303,0.219,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,5,4
C0342,brand_c,11/1/2025,2/1/2025,2/9/2025,3/21/2025,225,2,0,0,218.79,109.4,0.025,Meta Ads,Meta_Prospecting,27.53,90.71,3.29,0.678,0.222,0.151,Supplements,High,Churned,FALSE,FALSE,TRUE,FALSE,UK,3,2,4
C0343,brand_a,11/1/2025,12/1/2024,12/28/2024,4/18/2025,197,3,0,0,184.84,61.61,0.064,Organic,Direct_Organic,9.31,201.02,21.59,0.086,0.27,0.023,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,3,4,4
C0344,brand_b,11/1/2025,8/1/2024,8/7/2024,8/3/2025,90,1,1,0,29.19,29.19,0.033,Meta Ads,Meta_Retargeting,23.25,25.21,1.08,0.391,0.205,0.08,Supplements,Mid,Active,FALSE,TRUE,FALSE,TRUE,AU,4,1,1
C0345,brand_a,11/1/2025,1/1/2023,1/4/2023,4/28/2024,552,2,0,0,86.36,43.18,0.316,Referral,Referral_VIP,8.42,141.98,16.86,0.059,0.095,0.006,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,1,2,2
C0346,brand_a,11/1/2025,10/1/2024,10/6/2024,10/29/2025,3,2,1,1,103.99,52,0.06,Meta Ads,Meta_Prospecting,20.58,102.37,4.97,0.374,0.189,0.071,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,US,5,2,2
C0347,brand_a,11/1/2025,2/1/2023,2/22/2023,1/24/2024,647,2,0,0,116.85,58.42,0.065,Google Ads,Shopping_Campaign,32.31,118.72,3.67,0.349,0.11,0.039,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,3,3
C0348,brand_a,11/1/2025,8/1/2024,8/10/2024,7/16/2025,108,6,0,0,248.62,41.44,0.021,Influencer,TikTok_Creator_Summer,49.08,178.93,3.65,0.688,0.241,0.166,Skincare,Mid,At-risk,FALSE,FALSE,FALSE,FALSE,CA,4,5,4
C0349,brand_c,11/1/2025,6/1/2023,6/22/2023,9/30/2023,763,1,0,0,114.96,114.96,0.039,Meta Ads,Meta_BF_Sale,45.55,71.43,1.57,0.579,0.213,0.123,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,1,2
C0350,brand_c,11/1/2025,12/1/2024,12/26/2024,3/11/2025,235,1,0,0,156.15,156.15,0.067,Google Ads,Brand_Search,46.33,79.43,1.71,0.416,0.125,0.052,Skincare,High,Churned,FALSE,FALSE,TRUE,FALSE,CA,3,1,3
C0351,brand_b,11/1/2025,2/1/2025,2/9/2025,7/3/2025,121,4,0,0,113.67,28.42,0.093,Meta Ads,Meta_Retargeting,25.92,114.03,4.4,0.56,0.139,0.078,Accessories,Low,At-risk,FALSE,FALSE,FALSE,TRUE,US,4,4,2
C0352,brand_c,11/1/2025,10/1/2024,10/12/2024,2/8/2025,266,4,0,0,163.79,40.95,0.151,Google Ads,Generic_Search,47.34,99.55,2.1,0.306,0.275,0.084,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,2,4,3
C0353,brand_a,11/1/2025,1/1/2023,1/28/2023,7/6/2024,483,2,0,0,39.34,19.67,0.266,Organic,SEO_Blog,4.61,58.63,12.72,0.075,0.132,0.01,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,IN,1,3,1
C0354,brand_a,11/1/2025,7/1/2025,7/13/2025,8/25/2025,68,5,4,0,288.21,57.64,0.139,Organic,Direct_Organic,11.29,334.21,29.6,0.095,0.189,0.018,Apparel,Mid,Active,FALSE,TRUE,FALSE,TRUE,US,4,5,4
C0355,brand_a,11/1/2025,4/1/2024,4/2/2024,12/9/2024,327,4,0,0,105.1,26.28,0.144,Meta Ads,Meta_BF_Sale,17.96,112.88,6.29,0.572,0.098,0.056,Apparel,Mid,Churned,FALSE,FALSE,TRUE,FALSE,US,2,4,2
C0356,brand_a,11/1/2025,2/1/2024,2/17/2024,6/4/2025,150,1,0,0,185.7,185.7,0.017,Google Ads,Brand_Search,25.31,190.43,7.52,0.336,0.053,0.018,Supplements,High,At-risk,FALSE,FALSE,FALSE,TRUE,AU,3,1,4
C0357,brand_a,11/1/2025,9/1/2025,9/25/2025,10/13/2025,19,2,1,1,136.13,68.06,0.012,Organic,SEO_Blog,1.27,187.66,147.76,0.016,0.246,0.004,Supplements,Mid,Active,TRUE,TRUE,FALSE,TRUE,US,5,3,3
C0358,brand_a,11/1/2025,9/1/2024,9/12/2024,9/13/2025,49,5,1,0,657.44,131.49,0.036,Organic,SEO_Landing,11.71,871.77,74.45,0.232,0.068,0.016,Skincare,High,Active,FALSE,TRUE,FALSE,TRUE,US,5,5,5
C0359,brand_b,11/1/2025,6/1/2023,6/1/2023,5/8/2025,177,2,0,0,279.81,139.9,0.064,Organic,Direct_Organic,4.08,283.43,69.47,0.068,0.077,0.005,Skincare,High,At-risk,FALSE,FALSE,FALSE,TRUE,EU_Other,3,3,4
C0360,brand_a,11/1/2025,9/1/2024,9/23/2024,4/21/2025,194,5,0,0,150.18,30.04,0.115,Meta Ads,Meta_Prospecting,35.9,177.61,4.95,0.268,0.227,0.061,Accessories,Low,Churned,FALSE,FALSE,TRUE,FALSE,US,3,5,3
C0361,brand_b,11/1/2025,3/1/2025,3/4/2025,8/31/2025,62,2,2,0,169.54,84.77,0.021,Influencer,IG_Influencer_Spring,41.84,136.51,3.26,0.846,0.086,0.073,Skincare,Mid,Active,FALSE,TRUE,FALSE,TRUE,AU,5,3,3
C0362,brand_a,11/1/2025,7/1/2023,7/22/2023,3/11/2025,235,3,0,0,110.39,36.8,0.122,Meta Ads,Meta_Prospecting,22.62,130.98,5.79,0.485,0.103,0.05,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,4,2
C0363,brand_b,11/1/2025,5/1/2023,5/19/2023,12/9/2023,693,2,0,0,153.3,76.65,0.301,Google Ads,Shopping_Campaign,47.01,116.27,2.47,0.293,0.138,0.04,Apparel,High,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,3,3
C0364,brand_a,11/1/2025,11/1/2024,11/17/2024,7/31/2025,93,3,0,0,106.3,35.43,0.012,Google Ads,Brand_Search,35.81,118.51,3.31,0.208,0.15,0.031,Supplements,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,CA,4,4,2
C0365,brand_a,11/1/2025,2/1/2023,2/2/2023,9/25/2025,37,3,3,0,253.53,84.51,0.035,Influencer,IG_Influencer_Spring,51.54,255.07,4.95,0.772,0.103,0.08,Supplements,High,Active,FALSE,TRUE,FALSE,TRUE,IN,5,4,4
C0366,brand_b,11/1/2025,1/1/2025,1/22/2025,9/2/2025,60,5,2,0,210.66,42.13,0.072,Organic,SEO_Blog,2.46,202.1,82.15,0.104,0.228,0.024,Accessories,Low,Active,FALSE,TRUE,FALSE,TRUE,CA,5,5,4
C0367,brand_b,11/1/2025,10/1/2024,10/18/2024,12/20/2024,316,7,0,0,681.55,97.36,0.055,Organic,SEO_Blog,11.86,730.62,61.6,0.241,0.119,0.029,Home Decor,High,Churned,FALSE,FALSE,TRUE,FALSE,CA,2,5,5
C0368,brand_a,11/1/2025,10/1/2023,10/23/2023,9/3/2024,424,2,0,0,76.56,38.28,0.056,Meta Ads,Meta_BF_Sale,22.79,109.44,4.8,0.485,0.059,0.029,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,US,2,3,2
C0369,brand_b,11/1/2025,10/1/2024,10/19/2024,2/26/2025,248,1,0,0,19.85,19.85,0.119,Google Ads,Shopping_Campaign,43.09,19.48,0.45,0.238,0.204,0.049,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,CA,3,1,1
C0370,brand_b,11/1/2025,9/1/2024,9/14/2024,8/8/2025,85,2,2,0,147.21,73.6,0.128,Meta Ads,Meta_BF_Sale,30.82,142.02,4.61,0.452,0.35,0.158,Home Decor,Mid,Active,FALSE,TRUE,FALSE,TRUE,AU,4,3,3
C0371,brand_c,11/1/2025,9/1/2023,9/17/2023,12/18/2023,684,3,0,0,106.86,35.62,0.087,Organic,SEO_Blog,11.1,96.78,8.72,0.199,0.24,0.048,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,4,2
C0372,brand_b,11/1/2025,12/1/2023,12/22/2023,11/25/2024,341,1,0,0,23.61,23.61,0.254,Referral,Referral_VIP,9.88,19.82,2.01,0.072,0.314,0.023,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,1,1
C0373,brand_a,11/1/2025,1/1/2025,1/21/2025,10/16/2025,16,2,1,1,335.3,167.65,0.091,Organic,Direct_Organic,1.01,461.34,456.77,0.022,0.192,0.004,Home Decor,Premium,Active,TRUE,TRUE,FALSE,TRUE,UK,5,3,5
C0374,brand_b,11/1/2025,8/1/2025,8/2/2025,8/27/2025,66,6,4,0,402.17,67.03,0.185,Meta Ads,Meta_Retargeting,31.1,322,10.35,0.546,0.212,0.116,Apparel,Mid,Active,FALSE,TRUE,FALSE,FALSE,UK,4,5,5
C0375,brand_b,11/1/2025,2/1/2024,2/29/2024,9/9/2024,418,4,0,0,441.38,110.34,0.05,Organic,SEO_Landing,11.15,654.84,58.73,0.074,0.304,0.023,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,IN,2,4,5
C0376,brand_a,11/1/2025,2/1/2024,2/21/2024,8/1/2025,92,7,0,0,1102.86,157.55,0.068,Google Ads,Brand_Search,34.32,1426.11,41.55,0.424,0.319,0.135,Home Decor,High,At-risk,FALSE,FALSE,FALSE,TRUE,US,4,5,5
C0377,brand_c,11/1/2025,12/1/2024,12/4/2024,3/27/2025,219,1,0,0,54.28,54.28,0.035,Meta Ads,Meta_BF_Sale,37.47,47.26,1.26,0.635,0.184,0.117,Supplements,Mid,Churned,FALSE,FALSE,TRUE,FALSE,IN,3,1,1
C0378,brand_b,11/1/2025,10/1/2023,10/11/2023,1/15/2024,656,2,0,0,62.49,31.24,0.213,Referral,Referral_Program,15.46,81.27,5.26,0.334,0.255,0.085,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,US,1,3,1
C0379,brand_b,11/1/2025,3/1/2024,3/11/2024,5/17/2025,168,6,0,0,275.85,45.98,0.158,Organic,SEO_Blog,0.67,236.21,352.55,0.064,0.153,0.01,Apparel,Mid,At-risk,FALSE,FALSE,FALSE,FALSE,UK,3,5,4
C0380,brand_a,11/1/2025,6/1/2023,6/23/2023,6/27/2024,492,2,0,0,42.08,21.04,0.152,Organic,SEO_Landing,3.02,48.89,16.19,0.147,0.063,0.009,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,3,1
C0381,brand_a,11/1/2025,5/1/2025,5/26/2025,8/21/2025,72,4,3,0,265.79,66.45,0.121,Influencer,TikTok_Creator_Summer,56.36,323.51,5.74,0.507,0.181,0.092,Accessories,Mid,Active,FALSE,TRUE,FALSE,TRUE,AU,4,4,4
C0382,brand_c,11/1/2025,4/1/2023,4/8/2023,4/6/2024,574,1,0,0,22.32,22.32,0.259,Google Ads,Generic_Search,30.96,14.73,0.48,0.388,0.294,0.114,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,CA,1,1,1
C0383,brand_b,11/1/2025,10/1/2025,10/30/2025,10/31/2025,1,1,1,1,212.56,212.56,0.098,Organic,SEO_Landing,4.05,251.02,61.98,0.115,0.289,0.033,Home Decor,Premium,New,TRUE,TRUE,FALSE,TRUE,IN,5,1,4
C0384,brand_b,11/1/2025,8/1/2023,8/19/2023,7/4/2024,485,2,0,0,201.76,100.88,0.056,Google Ads,Brand_Search,23.26,208.22,8.95,0.251,0.07,0.018,Skincare,Mid,Churned,FALSE,FALSE,TRUE,FALSE,IN,1,3,4
C0385,brand_b,11/1/2025,2/1/2023,2/18/2023,3/17/2025,229,2,0,0,43.52,21.76,0.076,Meta Ads,Meta_Prospecting,22.74,45.58,2,0.634,0.15,0.095,Accessories,Low,Churned,FALSE,FALSE,TRUE,FALSE,IN,3,3,1
C0386,brand_a,11/1/2025,12/1/2023,12/1/2023,11/29/2024,337,3,0,0,173.44,57.81,0.033,Google Ads,Generic_Search,20.09,205.53,10.23,0.37,0.176,0.065,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,2,4,3
C0387,brand_b,11/1/2025,6/1/2023,6/21/2023,4/12/2025,203,5,0,0,135.43,27.09,0.125,Organic,SEO_Blog,12.27,166.88,13.6,0.185,0.241,0.045,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,CA,3,5,3
C0388,brand_c,11/1/2025,5/1/2024,5/14/2024,9/9/2024,418,1,0,0,44.69,44.69,0.092,Google Ads,Generic_Search,46.15,41.86,0.91,0.512,0.106,0.054,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,FALSE,CA,2,1,1
C0389,brand_b,11/1/2025,1/1/2025,1/3/2025,8/24/2025,69,4,3,0,67.84,16.96,0.079,Meta Ads,Meta_Retargeting,30.03,77.24,2.57,0.528,0.237,0.125,Accessories,Low,Active,FALSE,TRUE,FALSE,TRUE,EU_Other,4,4,2
C0390,brand_a,11/1/2025,5/1/2024,5/24/2024,1/16/2025,289,2,0,0,97.19,48.6,0.051,Meta Ads,Meta_Retargeting,16.31,93.44,5.73,0.415,0.149,0.062,Skincare,Mid,Churned,FALSE,FALSE,TRUE,FALSE,IN,2,3,2
C0391,brand_a,11/1/2025,3/1/2025,3/6/2025,5/23/2025,162,2,0,0,282.87,141.44,0.048,Organic,Direct_Organic,11.48,407.44,35.49,0.209,0.102,0.021,Supplements,High,At-risk,FALSE,FALSE,FALSE,TRUE,US,3,3,4
C0392,brand_a,11/1/2025,6/1/2023,6/16/2023,9/21/2025,41,1,1,0,50.5,50.5,0.071,Influencer,IG_Influencer_Spring,31.5,60.92,1.93,0.757,0.149,0.113,Skincare,Mid,Active,FALSE,TRUE,FALSE,FALSE,EU_Other,5,1,1
C0393,brand_c,11/1/2025,4/1/2024,4/18/2024,5/23/2024,527,1,0,0,39.52,39.52,0.275,Referral,Referral_Program,20.17,34.8,1.73,0.329,0.18,0.059,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,1,1
C0394,brand_b,11/1/2025,3/1/2025,3/4/2025,5/4/2025,181,1,0,0,139.15,139.15,0.021,Google Ads,Brand_Search,28.13,139.92,4.97,0.465,0.055,0.026,Supplements,High,Churned,FALSE,FALSE,TRUE,TRUE,UK,3,1,3
C0395,brand_a,11/1/2025,7/1/2025,7/18/2025,10/2/2025,30,3,3,3,310.03,103.34,0.014,Referral,Referral_VIP,15.57,484.86,31.14,0.069,0.246,0.017,Supplements,High,Active,TRUE,TRUE,FALSE,TRUE,IN,5,4,5
C0396,brand_a,11/1/2025,6/1/2025,6/2/2025,10/14/2025,18,3,1,1,393.61,131.2,0.142,Influencer,IG_Influencer_Spring,36.73,280.94,7.65,0.469,0.259,0.121,Home Decor,High,Active,TRUE,TRUE,FALSE,TRUE,CA,5,4,5
C0397,brand_a,11/1/2025,6/1/2025,6/29/2025,8/29/2025,64,1,1,0,64.84,64.84,0.31,Google Ads,Shopping_Campaign,33.59,73.88,2.2,0.367,0.274,0.101,Apparel,Mid,Active,FALSE,TRUE,FALSE,TRUE,AU,4,1,1
C0398,brand_a,11/1/2025,3/1/2023,3/7/2023,6/20/2024,499,3,0,0,190.36,63.45,0.084,Google Ads,Brand_Search,20.54,161.63,7.87,0.152,0.153,0.023,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,1,4,4
C0399,brand_a,11/1/2025,10/1/2024,10/13/2024,5/7/2025,178,4,0,0,208.24,52.06,0.274,Google Ads,Shopping_Campaign,33.78,210.74,6.24,0.27,0.054,0.014,Apparel,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,EU_Other,3,4,4
