customer_id,cohort_month,first_order_date,last_order_date,days_since_last_order,total_orders,orders_last_90d,orders_last_30d,total_revenue,avg_order_value,return_rate,acquisition_channel,acquisition_campaign,cac,ltv_12m,ltv_cac_ratio,discount_orders_share,avg_discount_pct,discount_dependency_index,top_category,price_band_preference,lifecycle_stage,active_30d,active_90d,churn_flag,email_opt_in,region,r_score,f_score,m_score
C0329,12/1/2023,12/7/2023,3/6/2024,605,5,0,0,107.68,21.54,0.168,Meta Ads,Meta_BF_Sale,24.94,127.68,5.12,0.334,0.126,0.042,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,UK,2,5,3
C0330,7/1/2024,7/4/2024,12/14/2024,322,2,0,0,262.63,131.32,0.074,Referral,Referral_VIP,19.88,338.04,17,0.252,0.057,0.015,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,US,3,3,4
C0331,12/1/2023,12/23/2023,7/2/2024,487,7,0,0,771.61,110.23,0.099,Google Ads,Brand_Search,41.29,846.49,20.5,0.388,0.204,0.079,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,5,5
C0332,1/1/2023,1/23/2023,1/8/2024,663,3,0,0,351.13,117.04,0.091,Organic,Direct_Organic,3.13,414.1,132.3,0.182,0.24,0.044,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,4,5
C0333,6/1/2024,6/5/2024,11/11/2024,355,1,0,0,179.48,179.48,0.138,Meta Ads,Meta_Retargeting,33.61,164.68,4.9,0.411,0.225,0.092,Home Decor,Premium,Churned,FALSE,FALSE,TRUE,TRUE,US,2,1,4
C0334,3/1/2025,3/12/2025,7/21/2025,103,3,0,0,333.79,111.26,0.16,Organic,Direct_Organic,1.75,390.14,222.94,0.205,0.276,0.057,Home Decor,High,At-risk,FALSE,FALSE,FALSE,FALSE,US,4,4,5
C0335,1/1/2025,1/31/2025,9/11/2025,51,2,2,0,82.27,41.14,0.092,Meta Ads,Meta_Prospecting,31.35,88.92,2.84,0.491,0.311,0.153,Skincare,Mid,Active,FALSE,TRUE,FALSE,TRUE,US,4,3,2
C0336,3/1/2024,3/17/2024,9/19/2024,408,3,0,0,41.73,13.91,0.244,Influencer,IG_Influencer_Spring,45.22,24.45,0.54,0.495,0.17,0.084,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,4,1
C0337,2/1/2025,2/7/2025,8/30/2025,63,1,1,0,151.2,151.2,0.03,Meta Ads,Meta_BF_Sale,32.56,122.03,3.75,0.579,0.169,0.098,Supplements,High,Active,FALSE,TRUE,FALSE,TRUE,UK,4,1,3
C0338,10/1/2025,10/12/2025,10/24/2025,8,1,1,1,114.57,114.57,0.092,Meta Ads,Meta_BF_Sale,32.36,123.88,3.83,0.25,0.208,0.052,Home Decor,High,New,TRUE,TRUE,FALSE,TRUE,CA,5,1,3
C0339,5/1/2024,5/30/2024,3/28/2025,218,5,0,0,320.55,64.11,0.104,Meta Ads,Meta_Prospecting,31.12,259.22,8.33,0.244,0.111,0.027,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,3,5,5
C0340,3/1/2025,3/2/2025,6/24/2025,130,1,0,0,28.09,28.09,0.164,Google Ads,Shopping_Campaign,39.75,26.76,0.67,0.499,0.212,0.106,Accessories,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,US,4,1,1
C0341,12/1/2023,12/2/2023,6/19/2024,500,5,0,0,692.59,138.52,0.056,Organic,SEO_Landing,4.57,668.66,146.32,0.085,0.348,0.03,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,UK,2,5,5
C0342,9/1/2023,9/15/2023,3/30/2024,581,1,0,0,99.42,99.42,0.071,Meta Ads,Meta_BF_Sale,16.62,102.03,6.14,0.587,0.182,0.107,Supplements,High,Churned,FALSE,FALSE,TRUE,FALSE,EU_Other,2,2,2
C0343,5/1/2024,5/11/2024,5/5/2025,180,3,0,0,133.98,44.66,0.068,Influencer,TikTok_Creator_Summer,46.12,87.35,1.89,0.53,0.302,0.16,Accessories,Mid,At-risk,FALSE,FALSE,FALSE,FALSE,US,3,4,3
C0344,6/1/2025,6/14/2025,10/23/2025,9,3,2,1,81.77,27.26,0.076,Google Ads,Brand_Search,24.34,57.68,2.37,0.386,0.256,0.099,Accessories,Low,Active,TRUE,TRUE,FALSE,FALSE,IN,5,4,2
C0345,6/1/2023,6/9/2023,11/26/2023,706,2,0,0,182.82,91.41,0.043,Google Ads,Generic_Search,37.37,154.51,4.13,0.457,0.257,0.117,Supplements,High,Churned,FALSE,FALSE,TRUE,FALSE,CA,1,3,4
C0346,5/1/2025,5/1/2025,10/3/2025,29,2,1,1,204.9,102.45,0.146,Google Ads,Brand_Search,28.65,192.7,6.73,0.214,0.258,0.055,Home Decor,High,Active,TRUE,TRUE,FALSE,TRUE,AU,5,3,4
C0347,11/1/2024,11/20/2024,1/28/2025,277,1,0,0,56.65,56.65,0.023,Google Ads,Brand_Search,44.39,58.88,1.33,0.222,0.278,0.062,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,3,2,1
C0348,1/1/2024,1/15/2024,4/13/2025,202,1,0,0,140.53,140.53,0.041,Organic,SEO_Landing,9.61,176.43,18.36,0.186,0.073,0.014,Supplements,High,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,2,3
C0349,8/1/2025,8/14/2025,10/15/2025,17,2,1,1,158.16,79.08,0.044,Meta Ads,Meta_BF_Sale,31.45,157.14,5,0.405,0.153,0.062,Supplements,Mid,Active,TRUE,TRUE,FALSE,TRUE,CA,5,3,3
C0350,11/1/2024,11/21/2024,5/12/2025,173,3,0,0,459.4,153.13,0.025,Meta Ads,Meta_BF_Sale,17.65,501.37,28.41,0.331,0.231,0.076,Supplements,High,At-risk,FALSE,FALSE,FALSE,TRUE,EU_Other,3,4,5
C0351,10/1/2023,10/12/2023,8/2/2024,456,6,0,0,66.5,11.08,0.067,Influencer,TikTok_Creator_Summer,64.48,37.12,0.58,0.561,0.283,0.159,Accessories,Low,Churned,FALSE,FALSE,TRUE,FALSE,UK,2,5,2
C0352,2/1/2024,2/1/2024,3/7/2025,239,5,0,0,168.42,33.68,0.267,Referral,Referral_VIP,18.84,191.47,10.16,0.028,0.248,0.007,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,3,5,4
C0353,1/1/2023,1/12/2023,9/10/2023,783,4,0,0,97.79,24.45,0.055,Google Ads,Shopping_Campaign,32.18,76.06,2.36,0.424,0.252,0.107,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,4,2
C0354,5/1/2024,5/13/2024,12/17/2024,319,4,0,0,341.94,85.48,0.052,Meta Ads,Meta_Prospecting,27.13,350.41,12.92,0.399,0.335,0.134,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,UK,3,4,5
C0355,1/1/2025,1/23/2025,8/25/2025,68,3,1,0,127.49,42.5,0.154,Organic,SEO_Blog,11.47,130.78,11.4,0.09,0.056,0.005,Home Decor,Mid,Active,FALSE,TRUE,FALSE,FALSE,EU_Other,4,4,3
C0356,2/1/2023,2/4/2023,8/11/2023,813,1,0,0,46.57,46.57,0.296,Google Ads,Brand_Search,24.37,34.17,1.4,0.273,0.06,0.016,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,2,1
C0357,12/1/2024,12/27/2024,4/12/2025,203,6,0,0,296.79,49.46,0.052,Meta Ads,Meta_Prospecting,25.05,318.75,12.72,0.582,0.113,0.066,Supplements,Mid,Churned,FALSE,FALSE,TRUE,FALSE,US,3,5,5
C0358,4/1/2025,4/28/2025,10/31/2025,1,3,3,3,305.22,101.74,0.055,Meta Ads,Meta_BF_Sale,22.97,330.58,14.39,0.516,0.282,0.146,Skincare,High,Active,TRUE,TRUE,FALSE,FALSE,US,5,4,5
C0359,3/1/2023,3/31/2023,10/20/2023,743,3,0,0,519.71,173.24,0.164,Organic,Direct_Organic,2.2,542.58,246.63,0.065,0.236,0.015,Home Decor,Premium,Churned,FALSE,FALSE,TRUE,FALSE,CA,1,4,5
C0360,2/1/2025,2/14/2025,6/4/2025,150,1,0,0,108.75,108.75,0.174,Organic,SEO_Landing,5.51,101.21,18.37,0.014,0.195,0.003,Home Decor,Premium,At-risk,FALSE,FALSE,FALSE,FALSE,EU_Other,4,2,3
C0361,8/1/2024,8/27/2024,2/11/2025,263,2,0,0,185.63,92.82,0.063,Meta Ads,Meta_Retargeting,16.36,180.16,11.01,0.206,0.326,0.067,Supplements,High,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,3,4
C0362,8/1/2025,8/27/2025,10/6/2025,26,2,2,1,85.06,42.53,0.189,Meta Ads,Meta_BF_Sale,15.52,83.1,5.35,0.59,0.117,0.069,Apparel,Mid,Active,TRUE,TRUE,FALSE,TRUE,CA,5,3,2
C0363,10/1/2025,10/18/2025,10/30/2025,2,5,4,3,266.79,53.36,0.063,Meta Ads,Meta_BF_Sale,17.7,284.79,16.09,0.283,0.276,0.078,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,AU,5,5,4
C0364,2/1/2024,2/22/2024,7/17/2024,472,2,0,0,46.52,23.26,0.24,Organic,SEO_Blog,14.45,47.74,3.3,0.076,0.319,0.024,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,UK,2,3,1
C0365,4/1/2023,4/25/2023,7/18/2023,837,2,0,0,142.11,71.06,0.139,Meta Ads,Meta_Prospecting,25.99,152.49,5.87,0.43,0.155,0.067,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,3,3
C0366,9/1/2024,9/8/2024,2/18/2025,256,7,0,0,948.76,135.54,0.05,Meta Ads,Meta_Retargeting,34.32,1089.74,31.75,0.533,0.198,0.106,Skincare,High,Churned,FALSE,FALSE,TRUE,FALSE,US,3,5,5
C0367,4/1/2025,4/5/2025,7/2/2025,122,1,0,0,92.23,92.23,0.085,Influencer,IG_Influencer_Spring,47.3,47.84,1.01,0.856,0.328,0.281,Skincare,High,At-risk,FALSE,FALSE,FALSE,TRUE,IN,4,2,2
C0368,2/1/2024,2/17/2024,3/13/2025,233,2,0,0,97.01,48.5,0.135,Meta Ads,Meta_Retargeting,21.24,115.59,5.44,0.266,0.051,0.013,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,FALSE,EU_Other,3,3,2
C0369,12/1/2024,12/29/2024,7/29/2025,95,1,0,0,167.49,167.49,0.103,Organic,Direct_Organic,7.59,176.63,23.27,0.295,0.322,0.095,Home Decor,Premium,At-risk,FALSE,FALSE,FALSE,TRUE,EU_Other,4,2,4
C0370,10/1/2025,10/17/2025,10/26/2025,6,4,1,1,194.57,48.64,0.07,Meta Ads,Meta_Prospecting,23.79,176.46,7.42,0.222,0.3,0.067,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,US,5,4,4
C0371,1/1/2025,1/30/2025,6/21/2025,133,6,0,0,358.48,59.75,0.068,Meta Ads,Meta_Retargeting,17.11,347.23,20.29,0.383,0.128,0.049,Accessories,Mid,At-risk,FALSE,FALSE,FALSE,FALSE,AU,4,5,5
C0372,11/1/2024,11/6/2024,6/21/2025,133,1,0,0,28.82,28.82,0.102,Meta Ads,Meta_Retargeting,27.82,24.14,0.87,0.551,0.109,0.06,Home Decor,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,CA,4,2,1
C0373,4/1/2024,4/1/2024,2/9/2025,265,5,0,0,153.93,30.79,0.169,Organic,Direct_Organic,3.24,146.28,45.15,0.284,0.112,0.032,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,CA,3,5,3
C0374,7/1/2025,7/8/2025,10/31/2025,1,1,1,1,82.85,82.85,0.03,Influencer,IG_Influencer_Spring,54.78,50.31,0.92,0.707,0.117,0.083,Skincare,Mid,New,TRUE,TRUE,FALSE,TRUE,IN,5,2,2
C0375,7/1/2023,7/11/2023,3/6/2024,605,6,0,0,629.12,104.85,0.074,Influencer,TikTok_Creator_Summer,56.01,491.48,8.77,0.673,0.255,0.172,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,US,2,5,5
C0376,1/1/2025,1/8/2025,6/17/2025,137,4,0,0,78.61,19.65,0.29,Google Ads,Brand_Search,23.8,83.34,3.5,0.176,0.206,0.036,Apparel,Low,At-risk,FALSE,FALSE,FALSE,TRUE,US,4,4,2
C0377,9/1/2025,9/4/2025,10/14/2025,18,5,4,2,302.77,60.55,0.029,Organic,SEO_Landing,0.92,353.01,383.71,0.141,0.071,0.01,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,AU,5,5,5
C0378,10/1/2025,10/5/2025,10/27/2025,5,1,1,1,141.37,141.37,0.028,Meta Ads,Meta_Prospecting,30.62,119.05,3.89,0.527,0.151,0.079,Supplements,High,New,TRUE,TRUE,FALSE,TRUE,CA,5,2,3
C0379,4/1/2023,4/6/2023,11/29/2023,703,7,0,0,310.52,44.36,0.195,Meta Ads,Meta_BF_Sale,24.2,331.89,13.71,0.43,0.204,0.088,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,1,5,5
C0380,10/1/2024,10/24/2024,7/12/2025,112,4,0,0,529.75,132.44,0.076,Influencer,TikTok_Creator_Summer,32.33,380.21,11.76,0.657,0.082,0.054,Skincare,High,At-risk,FALSE,FALSE,FALSE,TRUE,EU_Other,4,4,5
C0381,2/1/2023,2/6/2023,11/13/2023,719,2,0,0,124.83,62.42,0.073,Meta Ads,Meta_Retargeting,34.9,140.1,4.01,0.369,0.186,0.069,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,1,3,3
C0382,10/1/2023,10/6/2023,1/22/2024,649,5,0,0,400.36,80.07,0.161,Meta Ads,Meta_Prospecting,16.16,452.45,28,0.493,0.302,0.149,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,1,5,5
C0383,8/1/2023,8/5/2023,8/14/2023,810,1,0,0,104.51,104.51,0.065,Meta Ads,Meta_Prospecting,28.9,119.9,4.15,0.418,0.076,0.032,Home Decor,High,Churned,FALSE,FALSE,TRUE,FALSE,AU,1,2,2
C0384,5/1/2025,5/16/2025,8/8/2025,85,5,1,0,302.95,60.59,0.142,Meta Ads,Meta_Retargeting,34.67,292.54,8.44,0.295,0.099,0.029,Home Decor,High,Active,FALSE,TRUE,FALSE,TRUE,IN,4,5,5
C0385,5/1/2025,5/22/2025,10/30/2025,2,1,1,1,36.76,36.76,0.045,Meta Ads,Meta_BF_Sale,19.78,39.67,2.01,0.25,0.16,0.04,Supplements,Mid,New,TRUE,TRUE,FALSE,TRUE,UK,5,2,1
C0386,3/1/2023,3/3/2023,4/12/2023,934,4,0,0,202.73,50.68,0.158,Organic,SEO_Blog,2.13,204.21,95.87,0.069,0.115,0.008,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,4,4
C0387,8/1/2024,8/18/2024,11/28/2024,338,2,0,0,142.43,71.22,0.056,Google Ads,Brand_Search,23.03,156.64,6.8,0.122,0.055,0.007,Skincare,Mid,Churned,FALSE,FALSE,TRUE,FALSE,AU,2,3,3
C0388,12/1/2024,12/29/2024,3/11/2025,235,1,0,0,43.65,43.65,0.131,Influencer,TikTok_Creator_Summer,42.13,21.29,0.51,0.451,0.102,0.046,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,2,1
C0389,2/1/2024,2/1/2024,10/30/2024,367,1,0,0,22.65,22.65,0.196,Influencer,IG_Influencer_Spring,34.04,9.17,0.27,0.615,0.203,0.125,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,US,2,2,1
C0390,11/1/2024,11/29/2024,5/4/2025,181,1,0,0,62.39,62.39,0.112,Google Ads,Shopping_Campaign,37.3,47.39,1.27,0.156,0.177,0.028,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,3,2,2
C0391,6/1/2023,6/26/2023,2/21/2024,619,2,0,0,85.24,42.62,0.064,Meta Ads,Meta_Retargeting,16.25,94.65,5.82,0.337,0.105,0.035,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,3,2
C0392,1/1/2024,1/31/2024,3/29/2025,217,2,0,0,78.72,39.36,0.226,Google Ads,Shopping_Campaign,32.74,69.17,2.11,0.103,0.19,0.02,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,3,3,2
C0393,3/1/2024,3/20/2024,2/16/2025,258,3,0,0,118.91,39.64,0.067,Organic,SEO_Landing,14.95,128.3,8.58,0.206,0.118,0.024,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,3,4,3
C0394,3/1/2023,3/17/2023,1/1/2024,670,1,0,0,73.75,73.75,0.051,Meta Ads,Meta_BF_Sale,31.28,87.17,2.79,0.253,0.316,0.08,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,2,2
C0395,9/1/2023,9/22/2023,2/29/2024,611,1,0,0,36.84,36.84,0.13,Organic,Direct_Organic,9.23,46.71,5.06,0.083,0.117,0.01,Accessories,Low,Churned,FALSE,FALSE,TRUE,FALSE,CA,1,2,1
C0396,3/1/2024,3/30/2024,8/24/2024,434,4,0,0,52.15,13.04,0.249,Google Ads,Shopping_Campaign,27.66,43,1.55,0.443,0.295,0.131,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,US,2,4,1
C0397,12/1/2024,12/18/2024,4/30/2025,185,1,0,0,47.8,47.8,0.174,Organic,Direct_Organic,9.36,47.02,5.02,0.135,0.197,0.026,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,2,1
C0398,1/1/2025,1/4/2025,10/22/2025,10,6,4,2,370.19,61.7,0.239,Google Ads,Brand_Search,33.18,384.77,11.6,0.187,0.073,0.014,Apparel,Mid,Active,TRUE,TRUE,FALSE,TRUE,AU,5,5,5
C0399,4/1/2025,4/30/2025,7/18/2025,106,5,0,0,235.94,47.19,0.285,Meta Ads,Meta_Prospecting,23.52,274.26,11.66,0.429,0.08,0.034,Apparel,Mid,At-risk,FALSE,FALSE,FALSE,FALSE,UK,4,5,4
C0400,5/1/2023,5/24/2023,6/14/2023,871,3,0,0,147.33,49.11,0.067,Referral,Referral_Program,6.96,179.25,25.75,0.18,0.332,0.06,Supplements,Mid,Churned,FALSE,FALSE,TRUE,FALSE,US,1,4,3
C0401,6/1/2025,6/3/2025,8/22/2025,71,3,3,0,95.6,31.87,0.134,Influencer,TikTok_Creator_Summer,65.46,68.33,1.04,0.876,0.122,0.107,Accessories,Mid,Active,FALSE,TRUE,FALSE,TRUE,CA,4,4,2
C0402,1/1/2024,1/31/2024,4/8/2024,572,6,0,0,437.33,72.89,0.057,Meta Ads,Meta_Retargeting,24,394.81,16.45,0.45,0.192,0.086,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,2,5,5
C0403,8/1/2025,8/5/2025,10/4/2025,28,1,1,1,46.75,46.75,0.285,Influencer,IG_Influencer_Spring,37.78,37.42,0.99,0.838,0.131,0.11,Apparel,Mid,New,TRUE,TRUE,FALSE,TRUE,AU,5,2,1
C0404,6/1/2025,6/9/2025,8/10/2025,83,1,1,0,35.41,35.41,0.066,Google Ads,Generic_Search,29.19,33.74,1.16,0.101,0.099,0.01,Skincare,Mid,Active,FALSE,TRUE,FALSE,TRUE,US,4,2,1
C0405,7/1/2024,7/22/2024,5/24/2025,161,1,0,0,57.22,57.22,0.265,Influencer,TikTok_Creator_Summer,46.57,37.29,0.8,0.575,0.145,0.083,Apparel,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,CA,4,2,1
C0406,4/1/2023,4/19/2023,12/11/2023,691,4,0,0,135.59,33.9,0.058,Influencer,IG_Influencer_Spring,63.1,58.31,0.92,0.796,0.254,0.202,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,4,3
C0407,7/1/2025,7/23/2025,10/19/2025,13,1,1,1,24.49,24.49,0.133,Google Ads,Brand_Search,38.34,26.12,0.68,0.22,0.187,0.041,Accessories,Low,New,TRUE,TRUE,FALSE,TRUE,EU_Other,5,2,1
C0408,2/1/2024,2/2/2024,2/8/2025,266,3,0,0,153.59,51.2,0.086,Meta Ads,Meta_Prospecting,30.39,160.68,5.29,0.238,0.319,0.076,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,3,4,3
C0409,9/1/2024,9/25/2024,5/31/2025,154,8,0,0,647.36,80.92,0.04,Meta Ads,Meta_Prospecting,15.22,567.78,37.3,0.574,0.344,0.197,Supplements,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,US,4,5,5
C0410,1/1/2025,1/2/2025,7/11/2025,113,5,0,0,112.32,22.46,0.195,Google Ads,Shopping_Campaign,30.4,105.87,3.48,0.447,0.102,0.046,Accessories,Low,At-risk,FALSE,FALSE,FALSE,TRUE,UK,4,5,3
C0411,8/1/2023,8/23/2023,11/2/2023,730,2,0,0,96.88,48.44,0.136,Organic,Direct_Organic,7.22,113.45,15.71,0.014,0.224,0.003,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,3,2
C0412,10/1/2024,10/19/2024,3/2/2025,244,1,0,0,80.7,80.7,0.061,Meta Ads,Meta_Retargeting,15.38,81.53,5.3,0.565,0.103,0.058,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,AU,3,2,2
C0413,1/1/2025,1/20/2025,10/7/2025,25,5,2,1,228.29,45.66,0.094,Meta Ads,Meta_Retargeting,20.2,248.21,12.29,0.203,0.292,0.059,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,UK,5,5,4
C0414,8/1/2024,8/10/2024,11/14/2024,352,3,0,0,279.95,93.32,0.063,Influencer,TikTok_Creator_Summer,60.41,193.37,3.2,0.438,0.174,0.076,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,4,4
C0415,10/1/2025,10/29/2025,10/31/2025,1,1,1,1,20.8,20.8,0.129,Referral,Referral_VIP,7.06,28.69,4.06,0.272,0.121,0.033,Accessories,Low,New,TRUE,TRUE,FALSE,TRUE,IN,5,2,1
C0416,8/1/2025,8/11/2025,10/13/2025,19,1,1,1,50.25,50.25,0.164,Google Ads,Brand_Search,33.38,36.25,1.09,0.134,0.281,0.038,Accessories,Mid,New,TRUE,TRUE,FALSE,TRUE,EU_Other,5,2,1
C0417,5/1/2024,5/6/2024,10/14/2024,383,6,0,0,268.8,44.8,0.243,Meta Ads,Meta_Retargeting,19.3,226.46,11.73,0.452,0.347,0.157,Apparel,High,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,5,4
C0418,7/1/2025,7/1/2025,10/13/2025,19,3,1,1,96.51,32.17,0.139,Meta Ads,Meta_Retargeting,15.24,83.91,5.51,0.338,0.069,0.023,Apparel,Mid,Active,TRUE,TRUE,FALSE,TRUE,CA,5,4,2
C0419,6/1/2023,6/19/2023,2/1/2024,639,5,0,0,276.38,55.28,0.052,Meta Ads,Meta_Prospecting,19.82,297.4,15.01,0.494,0.207,0.102,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,5,4
C0420,8/1/2025,8/3/2025,9/13/2025,49,5,3,0,274.65,54.93,0.111,Referral,Referral_VIP,19.64,345.58,17.6,0.085,0.285,0.024,Home Decor,Mid,Active,FALSE,TRUE,FALSE,TRUE,US,4,5,4
C0421,3/1/2025,3/5/2025,9/20/2025,42,3,1,0,69.57,23.19,0.176,Meta Ads,Meta_Prospecting,31.03,80.48,2.59,0.282,0.128,0.036,Apparel,Low,Active,FALSE,TRUE,FALSE,FALSE,AU,5,4,2
C0422,9/1/2024,9/25/2024,3/13/2025,233,2,0,0,94.61,47.3,0.203,Organic,SEO_Blog,14.39,112.88,7.84,0.028,0.17,0.005,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,3,2
C0423,1/1/2023,1/29/2023,3/15/2023,962,2,0,0,47.47,23.74,0.112,Meta Ads,Meta_Prospecting,24.76,47.63,1.92,0.368,0.204,0.075,Accessories,Low,Churned,FALSE,FALSE,TRUE,FALSE,US,1,3,1
C0424,12/1/2023,12/5/2023,2/25/2024,615,2,0,0,110.38,55.19,0.076,Organic,SEO_Blog,1.65,143.13,86.75,0.213,0.322,0.068,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,1,3,3
C0425,5/1/2024,5/14/2024,5/5/2025,180,2,0,0,126.76,63.38,0.047,Organic,SEO_Landing,8.22,127.58,15.52,0.041,0.066,0.003,Skincare,Mid,At-risk,FALSE,FALSE,FALSE,FALSE,CA,3,3,3
C0426,5/1/2024,5/25/2024,4/12/2025,203,4,0,0,462.89,115.72,0.114,Influencer,IG_Influencer_Spring,48.18,377.99,7.85,0.409,0.093,0.038,Apparel,High,Churned,FALSE,FALSE,TRUE,TRUE,UK,3,4,5
C0427,8/1/2023,8/5/2023,6/26/2024,493,3,0,0,130.39,43.46,0.125,Meta Ads,Meta_Prospecting,31.89,126.57,3.97,0.463,0.268,0.124,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,4,3
C0428,3/1/2024,3/20/2024,9/26/2024,401,6,0,0,371.15,61.86,0.161,Meta Ads,Meta_Retargeting,16.96,393.23,23.19,0.515,0.123,0.063,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,5,5
C0429,5/1/2025,5/25/2025,9/20/2025,42,2,2,0,115.33,57.66,0.075,Meta Ads,Meta_Retargeting,24.76,125.81,5.08,0.322,0.195,0.063,Skincare,Mid,Active,FALSE,TRUE,FALSE,TRUE,CA,5,3,3
C0430,6/1/2023,6/16/2023,4/12/2024,568,3,0,0,675.43,225.14,0.097,Referral,Referral_Program,7.25,846.65,116.78,0.025,0.233,0.006,Home Decor,Premium,Churned,FALSE,FALSE,TRUE,FALSE,UK,2,4,5
C0431,4/1/2023,4/1/2023,4/17/2023,929,3,0,0,438.8,146.27,0.061,Influencer,TikTok_Creator_Summer,42.99,206.35,4.8,0.892,0.158,0.141,Home Decor,High,Churned,FALSE,FALSE,TRUE,FALSE,CA,1,4,5
C0432,12/1/2024,12/14/2024,4/17/2025,198,3,0,0,106.3,35.43,0.076,Organic,SEO_Landing,11.06,114.5,10.35,0.226,0.2,0.045,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,3,4,3
C0433,2/1/2023,2/8/2023,12/8/2023,694,4,0,0,73.17,18.29,0.209,Organic,Direct_Organic,7.14,82.29,11.53,0.038,0.225,0.009,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,US,1,4,2
C0434,6/1/2023,6/22/2023,12/12/2023,690,1,0,0,70.14,70.14,0.029,Organic,SEO_Landing,5.64,86.95,15.42,0.09,0.06,0.005,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,2,2
C0435,10/1/2024,10/14/2024,2/3/2025,271,2,0,0,61.6,30.8,0.121,Meta Ads,Meta_Retargeting,22.89,60.21,2.63,0.454,0.308,0.14,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,FALSE,UK,3,3,2
C0436,1/1/2025,1/23/2025,10/20/2025,12,1,1,1,236.23,236.23,0.08,Referral,Referral_VIP,11.89,323.04,27.17,0.138,0.167,0.023,Home Decor,Premium,New,TRUE,TRUE,FALSE,TRUE,IN,5,2,4
C0437,4/1/2024,4/20/2024,2/14/2025,260,2,0,0,80.09,40.04,0.27,Google Ads,Shopping_Campaign,39.63,70.17,1.77,0.456,0.294,0.134,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,3,2
